Front,Back,Tags
Jak poprawić odporność na nowe wydawnictwa nutowe?,"Zebrać dane z różnych źródeł, zastosować fine-tuning, style augmentation, normalizację odstępu pięciolinii, aktywne uczenie i analizę błędów per domena.",Bank_37+:_integracja_i_rozwój Bank_37_plus
Jak poprawić wydajność pipeline’u?,"Batchowanie kafli i cropów, mniejsze lub skompresowane modele, cache, mixed precision, równoległość etapów niezależnych, ONNX/TensorRT oraz adaptacyjne pomijanie zbędnych modułów.",Bank_37+:_integracja_i_rozwój Bank_37_plus
Jakie byłyby następne trzy najważniejsze eksperymenty?,Real-world test set partytur wokalnych; uczciwy wieloseedowy protokół OMR z osobnym validation/test; zaślepiona ewaluacja percepcyjna SVS z baseline’ami.,Bank_37+:_integracja_i_rozwój Bank_37_plus
Gdzie w systemie znajduje się najważniejsza luka reprezentacyjna?,"Obraz partytury jest strukturą dwuwymiarową i relacyjną, natomiast SVS oczekuje uporządkowanej osi czasu: fonemów, wysokości, czasów trwania, pauz i cech prozodycznych. Najważniejszym zadaniem nie jest więc sama detekcja obiektów, lecz przejście od geometrii strony do semantyki muzycznej i sekwencji czasowej. Rolę pomostu pełni Score IR.",Bank_37+:_PDF_-_wspólne_i_zakres Bank_37_plus
Dlaczego Score IR jest czymś więcej niż formatem technicznym?,"Score IR pełni jednocześnie rolę kontraktu między modułami i narzędzia badawczego. Zachowuje surowe źródła, confidence, symbole, relacje, ostrzeżenia i naprawy, dzięki czemu można odróżnić błąd percepcji obrazu od błędu interpretacji muzycznej. Minimalny CSV dla SVS usuwałby większość tej informacji i utrudniał diagnozę.",Bank_37+:_PDF_-_wspólne_i_zakres Bank_37_plus
Dlaczego ewaluacja SVS nie pozwala jeszcze mówić o jakości użytkowej?,"Golden set ma tylko dziesięć próbek, a główna metryka ocenia zgodność F0, nie pełną naturalność. Nie wykonano szerokiego testu MOS lub CMOS z grupą słuchaczy, nie rozdzielono systematycznie ocen naturalności, zrozumiałości tekstu, barwy, podobieństwa głosu i jakości frazowania. Wynik dowodzi działania i kontroli melodii w prototypie, ale nie równoważności z gotowym produktem.",Bank_37+:_PDF_-_wspólne_i_zakres Bank_37_plus
Czy zrealizowany system jest produktem?,"Nie. Jest kompletnym prototypem badawczo-inżynierskim: działa od obrazu lub PDF-u do artefaktów muzycznych i audio, pozwala trenować, porównywać i diagnozować moduły. Produkt wymagałby znacznie większej odporności domenowej, stabilności, ergonomicznej korekty błędów, testów użytkowników, kontroli jakości, wydajności oraz szerszej ewaluacji percepcyjnej.",Bank_37+:_PDF_-_wspólne_i_zakres Bank_37_plus
Czy lepiej byłoby ograniczyć pracę do jednego modułu?,"Węższa praca pozwoliłaby pogłębić jeden komponent i wykonać więcej powtórzeń eksperymentów. Jednak celem tej pracy było zbadanie pełnego przejścia od obrazu do śpiewu i obserwowalności modułowego systemu. Szeroki zakres był więc zgodny z celem, choć jego ceną jest nierówna dojrzałość modułów, zwłaszcza ograniczona ewaluacja SVS.",Bank_37+:_PDF_-_wspólne_i_zakres Bank_37_plus
Jaki był wkład Michała Bobera?,"Przetwarzanie obrazu i tekstu: lokalizacja tekstu, OCR, OMR, przygotowanie DeepScoresV2, konfiguracja i eksperymenty Faster R-CNN, obrazy i PDF-y, kafelkowanie, augmentacje, ewaluacja detekcji oraz integracja wyników obrazu w aplikacji.",Bank_37+:_PDF_-_wspólne_i_zakres Bank_37_plus
Jaki był wkład Igora Staręgi?,"Interpretacja muzyczna, Score IR, przejście od symboli do melodii i rytmu, synchronizacja tekstu z nutami, przygotowanie formatu dla SVS, model akustyczny, wokoder, ewaluacja muzyczna i wokalna oraz diagnostyka toru syntezy.",Bank_37+:_PDF_-_wspólne_i_zakres Bank_37_plus
Dlaczego nie zastosowano jednego modelu end-to-end?,"Wymagałby dużego zbioru par obraz partytury-docelowy wokal oraz nauczenia w jednym modelu percepcji dokumentu, semantyki muzycznej, wymowy i generacji audio. Taki zbiór jest trudny do pozyskania, a model byłby słabo obserwowalny. Podejście modułowe lepiej odpowiadało dostępnym danym i celowi badawczemu.",Bank_37+:_PDF_-_wspólne_i_zakres Bank_37_plus
Dlaczego segmentacja zamiast samych bounding boxów?,"Tekst wokalny składa się z cienkich i nieregularnych struktur. Maska lepiej odwzorowuje kształt niż prostokąt, ogranicza ilość tła w cropie i może służyć do maskowania tekstu przed OMR. Bounding box jest prostszy, ale obejmuje puste przestrzenie, pięciolinie i symbole.",Bank_37+:_PDF_-_lokalizacja_tekstu Bank_37_plus
Po co skip connections?,"Podczas downsamplingu mogą zniknąć cienkie kreski liter i dokładne położenie granic. Skip connections dostarczają decoderowi cechy o wyższej rozdzielczości, dzięki czemu może odtworzyć drobne elementy maski.",Bank_37+:_PDF_-_lokalizacja_tekstu Bank_37_plus
Co rzeczywiście robi attention gate?,"Uczy się przestrzennie wzmacniać cechy istotne dla segmentowanego tekstu i tłumić tło. Nie ""czyta"" tekstu i nie jest modelem językowym. Jest mechanizmem selekcji cech.",Bank_37+:_PDF_-_lokalizacja_tekstu Bank_37_plus
Dlaczego nie użyć zwykłego accuracy?,"Większość strony jest tłem. Model przewidujący wszędzie tło mógłby osiągnąć wysokie accuracy, ale nie znaleźć żadnego tekstu. Precision, recall, F1, IoU i Dice lepiej oceniają klasę mniejszościową.",Bank_37+:_PDF_-_lokalizacja_tekstu Bank_37_plus
Czy jest to system czysto neuronowy?,"Nie. Predykcja maski jest neuronowa, ale jej wykorzystanie jest wspierane heurystykami opartymi na geometrii pięciolinii i typowym położeniu tekstu wokalnego. Jest to system hybrydowy. Pułapka: Heurystyka ""tekst znajduje się pod pięciolinią"" nie jest uniwersalna. Może zawieść dla wielu zwrotek, nietypowego układu, tekstu pomiędzy głosami, partytur chóralnych i opisów umieszczonych w podobnej strefie.",Bank_37+:_PDF_-_lokalizacja_tekstu Bank_37_plus
Jak poprawić generalizację lokalizacji tekstu?,"Przygotować anotowany zbiór partytur wokalnych, generować syntetyczne partytury z maskami, zastosować fine-tuning lub domain adaptation, użyć pretrenowanego encodera, dodać bardziej realistyczne degradacje i mierzyć wynik bezpośrednio na pełnych stronach nutowych.",Bank_37+:_PDF_-_lokalizacja_tekstu Bank_37_plus
Jaka jest różnica między segmentacją semantyczną i instancyjną?,"Segmentacja semantyczna przypisuje klasę każdemu pikselowi, ale nie rozdziela osobnych obiektów tej samej klasy. Segmentacja instancyjna dodatkowo identyfikuje oddzielne wystąpienia, np. osobne słowa lub wiersze.",Bank_37+:_PDF_-_lokalizacja_tekstu Bank_37_plus
Co się stanie przy zbyt niskim progu maski?,"Wzrośnie recall, ale pojawi się więcej fałszywych pikseli i regionów, które mogą zawierać symbole muzyczne. Zbyt wysoki próg zwiększy precision kosztem przerwanych lub pominiętych liter.",Bank_37+:_PDF_-_lokalizacja_tekstu Bank_37_plus
Czy wysoki recall zawsze jest pożądany?,"Nie. Jeżeli uzyskano go przez oznaczenie dużej części tła jako tekstu, OCR dostanie zaszumione cropy, a maskowanie przed OMR może usunąć symbole muzyczne.",Bank_37+:_PDF_-_lokalizacja_tekstu Bank_37_plus
Dlaczego usuwanie pięciolinii może być ryzykowne?,"Operacja może usunąć fragmenty liter przecinające się z wykrytymi liniami albo uszkodzić znaki, jeśli geometria pięciolinii została oszacowana błędnie.",Bank_37+:_PDF_-_lokalizacja_tekstu Bank_37_plus
"Jak ocenić cały moduł, a nie sam segmenter?","Należy mierzyć nie tylko IoU maski, ale także wykrycie kompletnych wierszy, kompletność cropów, kolejność odczytu i wpływ na CER, sylabizację oraz końcowe dopasowanie tekstu do nut.",Bank_37+:_PDF_-_lokalizacja_tekstu Bank_37_plus
Dlaczego oś pozioma obrazu jest osią czasu?,"W tekstach poziomych kolejność znaków odpowiada przesuwaniu się od lewej do prawej. CNN kompresuje wysokość obrazu, pozostawiając kolejne kolumny cech jako uporządkowaną sekwencję obserwacji.",Bank_37+:_PDF_-_OCR Bank_37_plus
Co daje BiLSTM?,"Każda pozycja korzysta zarówno z kontekstu po lewej, jak i po prawej. W OCR cały obraz jest dostępny, więc nie ma wymogu przetwarzania przyczynowego.",Bank_37+:_PDF_-_OCR Bank_37_plus
Dlaczego Transformer nie wygrał?,"Większa złożoność nie gwarantuje poprawy. Model był trenowany od zera, zadanie miało stosunkowo krótkie sekwencje i silną lokalną strukturę, a dane oraz jakość cropów mogły być ważniejszym ograniczeniem niż pojemność modelu. BiLSTM ma korzystny inductive bias dla monotonicznego tekstu.",Bank_37+:_PDF_-_OCR Bank_37_plus
Po co blank?,Pozwala reprezentować brak znaku i rozdzielić powtarzające się litery. Bez blanku sekwencja dwóch identycznych liter mogłaby zostać zredukowana do jednej.,Bank_37+:_PDF_-_OCR Bank_37_plus
Jakie główne założenie ma CTC?,Kolejność etykiet jest monotoniczna względem sekwencji wejściowej. CTC nie jest odpowiednie do swobodnej zmiany kolejności znaków.,Bank_37+:_PDF_-_OCR Bank_37_plus
Czy CER może być większy od 1?,"Tak. Jeżeli model generuje bardzo dużo dodatkowych znaków, liczba wstawień może przekroczyć długość referencji.",Bank_37+:_PDF_-_OCR Bank_37_plus
Dlaczego exact match jest ważny dla tej pracy?,"Pojedynczy błąd w spacji, myślniku lub sylabie może zmienić późniejsze dopasowanie tekstu do nut, mimo że globalny CER pozostaje niski.",Bank_37+:_PDF_-_OCR Bank_37_plus
Czy użycie PaddleOCR w aplikacji podważa sens trenowania własnego OCR?,"Nie. Własne modele pozwoliły przeprowadzić kontrolowane badanie architektur i CTC, natomiast aplikacja została zaprojektowana modułowo i może korzystać z praktycznie najlepszego dostępnego backendu. Badanie naukowe i wybór produkcyjny nie muszą wskazywać tego samego modelu.",Bank_37+:_PDF_-_OCR Bank_37_plus
Dlaczego zachowuje się proporcje obrazu?,"Rozciągnięcie słowa zmienia geometrię znaków i odstępy. Skalowanie do stałej wysokości z dopełnieniem szerokości zachowuje kształt, a jednocześnie daje stały rozmiar tensora.",Bank_37+:_PDF_-_OCR Bank_37_plus
"Co oznacza CER równy 0,1318?","Średnia liczba operacji edycyjnych odpowiada około 13,18% liczby znaków referencyjnych. Nie oznacza to jednak, że dokładnie 13,18% znaków w każdej próbce jest błędne.",Bank_37+:_PDF_-_OCR Bank_37_plus
Czy można mieć niski CER i bezużyteczny wynik dla SVS?,"Tak. Błędy mogą koncentrować się w myślnikach, spacjach i granicach sylab, które mają większy wpływ muzyczny niż przypadkowa literówka.",Bank_37+:_PDF_-_OCR Bank_37_plus
Jak uczciwie ocenić sam OCR?,"Na referencyjnych cropach, aby wyłączyć błędy lokalizacji. Osobno należy ocenić pełny tor lokalizacja+OCR na całych stronach.",Bank_37+:_PDF_-_OCR Bank_37_plus
Dlaczego WER nie był główną metryką?,Próbki są często krótkie i zawierają fragmenty lub sylaby. CER daje bardziej szczegółową informację znakową. WER byłby wartościową metryką dodatkową dla pełnych wierszy tekstu.,Bank_37+:_PDF_-_OCR Bank_37_plus
Dlaczego wybrano DeepScoresV2?,"Jest jednym z największych zbiorów do detekcji drukowanych symboli muzycznych, zawiera 136 klas oraz informacje o ramkach zorientowanych. Dobrze odpowiada zadaniu detekcji obiektowej, choć wymaga augmentacji i testów domenowych.",Bank_37+:_PDF_-_OMR Bank_37_plus
Dlaczego detektor dwustopniowy?,"Zapewnia dobrą jakość lokalizacji i oddziela generowanie regionów od dokładnej klasyfikacji. Jest odpowiedni dla gęstych, małych symboli, choć jest wolniejszy i kosztowniejszy od detektorów one-stage.",Bank_37+:_PDF_-_OMR Bank_37_plus
Dlaczego GroupNorm zamiast BatchNorm?,Trening używa batch size 1. BatchNorm miałby bardzo niestabilne statystyki batcha. GroupNorm normalizuje grupy kanałów wewnątrz próbki i nie zależy od liczby obrazów w batchu.,Bank_37+:_PDF_-_OMR Bank_37_plus
Dlaczego trenowanie od zera mogło mieć sens?,"Partytury są geometrycznymi, prawie binarnymi dokumentami odmiennymi od ImageNet. Własny backbone dawał pełną kontrolę nad stride’em i małymi obiektami.",Bank_37+:_PDF_-_OMR Bank_37_plus
Jaka jest wada braku pretreningu?,"Model nie korzysta z wcześniej nauczonych filtrów, potrzebuje więcej danych i czasu, a przy ograniczonym zbiorze może generalizować gorzej. Sensownym baseline’em byłby pretrenowany ResNet z FPN.",Bank_37+:_PDF_-_OMR Bank_37_plus
"Co się stanie, gdy anchors są źle dobrane?","Ich IoU z ground truth będzie niskie, RPN otrzyma mniej dobrych pozytywnych przykładów, a małe lub ekstremalnie wydłużone obiekty mogą nie generować dobrych proposals.",Bank_37+:_PDF_-_OMR Bank_37_plus
Jak może jednocześnie wzrosnąć precision i spaść recall?,"Model generuje mniej fałszywych predykcji, ale pomija więcej prawdziwych obiektów. Może to wynikać ze zmiany rozkładu confidence i jakości proposal, a nie tylko z samej zdolności widzenia szczegółów.",Bank_37+:_PDF_-_OMR Bank_37_plus
Dlaczego mniejszy kafel może pomóc?,"Po przeskalowaniu do wejścia sieci symbol zajmuje względnie więcej pikseli, więc drobne detale są łatwiejsze do rozpoznania. Ceną jest mniejszy kontekst.",Bank_37+:_PDF_-_OMR Bank_37_plus
Dlaczego duży kafel nie zawsze pomaga długim obiektom?,"Większy kontekst zmniejsza względny rozmiar lokalnych cech. Dla beam, tie i slur rozdzielczość detalu mogła być ważniejsza niż pełna długość symbolu. Staff było wyjątkiem i korzystało z szerokiego kontekstu.",Bank_37+:_PDF_-_OMR Bank_37_plus
Czy jest to pełny rotated Faster R-CNN?,Nie. Podstawowy detector nadal generuje axis-aligned proposals i boxy. Wielokąt zorientowany jest dodatkową regresją dla wykrytego regionu.,Bank_37+:_PDF_-_OMR Bank_37_plus
Dlaczego IoU jest problematyczne dla małych obiektów?,"Przesunięcie ramki o kilka pikseli może stanowić dużą część jej rozmiaru i gwałtownie obniżyć IoU, mimo że lokalizacja nadal jest użyteczna dla interpretacji.",Bank_37+:_PDF_-_OMR Bank_37_plus
Co oznacza wysokie AP50 i niższe AP75?,"Model zazwyczaj znajduje obiekt, ale jego ramka nie jest wystarczająco dokładna przy bardziej rygorystycznym wymaganiu lokalizacji.",Bank_37+:_PDF_-_OMR Bank_37_plus
Dlaczego mean IoU i oriented L1 nie wystarczą?,"Są liczone tylko dla dopasowanych predykcji. Model może mieć dobre ramki dla niewielkiej liczby wykrytych obiektów, a jednocześnie niski recall.",Bank_37+:_PDF_-_OMR Bank_37_plus
Czy augmentacje dowodzą odporności na zdjęcia?,"Nie. Dowodzą odporności na zdefiniowany rozkład syntetycznych degradacji. Prawdziwe zdjęcia mogą zawierać inne kombinacje cieni, perspektywy, zagięć, ostrości, papieru i fontów.",Bank_37+:_PDF_-_OMR Bank_37_plus
Dlaczego support nie wyjaśnia całego wyniku?,"Rzadkie klasy mają mało danych, lecz częste klasy także mogą być trudne ze względu na geometrię, podobieństwo do innych symboli, zależność od kontekstu lub przecięcie granicą kafla. Przykładem są stem i ledgerLine.",Bank_37+:_PDF_-_OMR Bank_37_plus
Dlaczego stem może być mylony z barline?,"Oba są cienkimi, pionowymi strukturami. Rozróżnienie wymaga kontekstu: stem łączy się z notehead i beam/flag, a barline przecina wysokość jednej lub kilku pięciolinii.",Bank_37+:_PDF_-_OMR Bank_37_plus
Jak powinien wyglądać poprawiony podział train/validation/test w OMR?,"Train do uczenia, osobny validation do wyboru checkpointu i hiperparametrów oraz nietykany test użyty dopiero do końcowej oceny.",Bank_37+:_PDF_-_OMR Bank_37_plus
Jak uczciwiej porównać rozmiary kafli?,"Utrzymać stałą liczbę optimizer steps, liczbę obejrzanych obiektów lub równoważny koszt obliczeniowy, a następnie wykonać wiele seedów.",Bank_37+:_PDF_-_OMR Bank_37_plus
Dlaczego val loss nie odpowiadał rankingowi mAP?,"Strata treningowa jest sumą lokalnych strat RPN, klasyfikacji i regresji, a mAP zależy od rankingów confidence, NMS, progów IoU i wyników wszystkich klas. Niższa strata nie musi oznaczać lepszej metryki końcowej.",Bank_37+:_PDF_-_OMR Bank_37_plus
"Dlaczego próg confidence wynosił tylko 0,05?",W gęstej detekcji małych symboli niski próg zwiększa recall i pozwala krzywej precision-recall ocenić szeroki zakres confidence. Późniejsze filtrowanie i NMS usuwają część słabych predykcji.,Bank_37+:_PDF_-_OMR Bank_37_plus
Czy najwyższy mAP gwarantuje najlepszy Score IR?,"Nie. mAP waży klasy i progi detekcyjne, ale błędy nie mają równego znaczenia muzycznego. Pominięty notehead, clef lub accidental może być ważniejszy niż błąd symbolu niewykorzystywanego przez obecny SVS.",Bank_37+:_PDF_-_OMR Bank_37_plus
Jak zbudować metrykę OMR zorientowaną na wynik muzyczny?,"Można mierzyć pitch error, duration error, note precision/recall, poprawność taktów, edit distance sekwencji nut, zgodność MusicXML albo wpływ na MIDI i SVS.",Bank_37+:_PDF_-_OMR Bank_37_plus
Co byłoby ważniejsze w kolejnym badaniu: wyższy mAP czy mniej błędów melodii?,"Dla celu systemu ważniejsza jest semantyczna poprawność melodii i rytmu. mAP pozostaje niezbędną metryką detektora, ale warto zoptymalizować klasy i błędy według ich wpływu na kolejne etapy.",Bank_37+:_PDF_-_OMR Bank_37_plus
Dlaczego sama współrzędna y nie wystarcza do wysokości?,"Ta sama pozycja graficzna oznacza inną wysokość w różnych kluczach. Potrzebna jest także geometria pięciolinii, informacja o liniach dodanych i znakach chromatycznych.",Bank_37+:_PDF_-_Score_IR Bank_37_plus
Czy synthetic rest jest fałszowaniem wyniku?,"Nie, jeżeli jest jawnie oznaczony jako naprawa i służy zachowaniu osi czasu. Nie może być przedstawiany jako symbol wykryty na obrazie. Użytkownik powinien móc odróżnić percepcję od rekonstrukcji.",Bank_37+:_PDF_-_Score_IR Bank_37_plus
Dlaczego potrzebny jest dynamic programming?,"Proste dopasowanie jeden-do-jednego zawodzi przy pauzach, melismach, brakujących tokenach i nierównych odstępach. DP może minimalizować globalny koszt przypisań, pominięć i kontynuacji.",Bank_37+:_PDF_-_Score_IR Bank_37_plus
Dlaczego sam tekst nie wystarcza?,"Tekst nie określa, kiedy fonem ma się rozpocząć, jak długo trwać ani z jaką wysokością zabrzmieć. Te informacje pochodzą z partytury i Score IR.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Dlaczego użyto oracle golden setu?,"Oracle pomija błędy OCR, OMR i dopasowania tekstu, dzięki czemu można ocenić sam tor SVS. Bez oracle nie wiadomo, czy zły wokal wynika z syntezy, czy z błędnych nut i fonemów.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Dlaczego równy podział czasu może brzmieć mechanicznie?,"Przeznacza zbyt dużo czasu na zwarte lub szczelinowe spółgłoski, a za mało na samogłoskę. W naturalnym śpiewie to samogłoska jest zwykle podtrzymywana na wysokości nuty.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Dlaczego potrzebny jest wokoder?,"Mel-spektrogram nie jest gotową falą audio i nie przechowuje kompletnej fazy. Wokoder uczy się rekonstruować realistyczny waveform zgodny z mel, F0 i energią.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Dlaczego centy zamiast herców?,"Percepcja interwałów jest logarytmiczna. Różnica 10 Hz ma inne znaczenie przy 100 Hz i 1000 Hz, natomiast cent opisuje względny interwał muzyczny.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Po co szeroki kontekst w śpiewie?,"Sposób wykonania sylaby zależy od frazy, kierunku melodii, sąsiednich dźwięków, granic słów, powtórzeń oraz miejsca oddechu, a nie tylko od pojedynczej nuty.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Czym Conformer różni się od Transformera?,"Dodaje silny moduł konwolucyjny modelujący lokalne wzorce, zachowując attention dla zależności globalnych. Jest to korzystne w audio, gdzie lokalna ciągłość ma duże znaczenie.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Dlaczego score-relative F0 jest korzystne?,"Partytura zawiera silną informację o pożądanej melodii. Model może skupić się na mikroprozodii, vibrato i przejściach, a ograniczenie odchylenia zmniejsza ryzyko utraty kontroli wysokości.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Jaka jest wada teacher forcingu?,"Jeżeli jest stosowany zbyt często, model przyzwyczaja się do idealnych danych, których nie ma w inferencji. Powstaje exposure bias. Dlatego użyto niewielkiego udziału teacher forcingu.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Dlaczego mel L1 nie wystarcza?,"Średni błąd promuje wygładzanie. Model może mieć niski L1, ale utracić ostre przejścia, wysokie pasma i lokalne struktury odpowiedzialne za wyrazistość oraz naturalność.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Po co feature matching?,Stabilizuje trening GAN i daje generatorowi bogatszy sygnał niż sama końcowa decyzja dyskryminatora. Promuje zgodność struktury na wielu poziomach.,Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Dlaczego samo przekazanie F0 jako dodatkowego kanału może nie wystarczyć?,"Generator może nauczyć się ignorować warunek, jeżeli mel i inne cechy wystarczają do minimalizacji strat. Jawne źródło harmoniczne silniej wiąże strukturę okresową audio z F0.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Dlaczego dostrojenie wokodera na przewidywanych melach jest ważne?,"Wokoder uczy się rozkładu wejścia, który rzeczywiście otrzyma podczas inferencji. Zmniejsza to różnicę między idealnym mel treningowym a niedoskonałym mel generowanym.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Co mierzy audio-proxy?,"Łączny błąd modelu akustycznego i wokodera. Jest bliższy końcowemu zastosowaniu niż L1 bezpośredniego mel, ale nadal nie zastępuje oceny percepcyjnej.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
"Dlaczego wynik 8,87 centa nie dowodzi naturalności?","Mierzy zgodność wysokości wykrytej w waveformie z melodią score. Nie mierzy bezpośrednio barwy, zrozumiałości, artykulacji, emocji, podobieństwa głosu ani płynności frazy.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Czy użycie score F0 czyni wynik trywialnym?,"Nie całkowicie. Mierzone jest F0 rzeczywiście obecne w wygenerowanym waveformie, więc test sprawdza, czy model akustyczny i wokoder realizują warunek. Nie jest to jednak test samodzielnego przewidywania melodii przez model.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Dlaczego humanized ma wyższy MAE?,"Naturalizacja celowo odchyla F0 od idealnej linii score. MAE rośnie, ale ważne jest, czy ogon błędów i odsetek przekroczeń półtonu pozostają bezpieczne oraz czy odsłuch się poprawia.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Czy transpozycja jest rozwiązaniem generalizacji?,"Nie. Jest kontrolą eksperymentalną. Docelowo system powinien dobierać głos, ostrzegać o zakresie, stosować pitch augmentation albo trenować na szerszym zakresie.",Bank_37+:_PDF_-_audio_i_SVS Bank_37_plus
Które ograniczenie jest najpoważniejsze?,Zależy od pytania badawczego. Dla wiarygodności porównań OMR najważniejszy jest brak niezależnego validation/test i wielu seedów. Dla praktycznego systemu największym problemem jest domain shift. Dla twierdzeń o jakości SVS najważniejszy jest brak pełnego testu percepcyjnego.,Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
Jaki jest najważniejszy wkład pracy?,"Kompletna, obserwowalna infrastruktura od obrazu/PDF-u do reprezentacji muzyczno-tekstowej i audio, wraz z kontrolowanymi eksperymentami OMR oraz diagnostyką połączenia modelu akustycznego z wokoderem. Nie jest nim pojedynczy rekord jednej metryki.",Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
Czy system jest end-to-end?,"Jest end-to-end z perspektywy użytkownika, ponieważ przyjmuje obraz i generuje audio. Nie jest jednym modelem trenowanym end-to-end; jest modułowym pipeline’em.",Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
Jak propagują się błędy?,Błąd maski zmienia crop OCR i może usunąć symbole przed OMR. Błąd OCR zmienia sylaby i fonemy. Błąd OMR zmienia wysokość lub czas nut. Błąd Score IR zmienia oś czasu. Nawet poprawny CSV może zostać zniekształcony przez model akustyczny lub wokoder.,Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
Jak odróżnić błąd percepcji od interpretacji?,"Porównać overlay OMR z obrazem, a następnie Score IR i SVG z surowymi detekcjami. Jeżeli symbol jest błędny lub go brakuje, to błąd percepcji. Jeżeli symbol jest poprawny, ale otrzymał złą wysokość, relację lub czas, to błąd interpretacji.",Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
Czym golden set różni się od test setu?,"Test set służy do bezstronnej ilościowej oceny modelu. Golden set jest małym, ręcznie kontrolowanym zestawem przypadków do regresji i diagnostyki całego systemu. Nie powinien być wielokrotnie używany do strojenia, bo przestałby być niezależnym punktem odniesienia.",Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
Co to jest data leakage?,"Przepływ informacji z validation lub testu do treningu albo wyboru modelu, który prowadzi do zbyt optymistycznej oceny. Przykładem jest wielokrotne dobieranie checkpointu i konfiguracji na podstawie wyników tego samego testu.",Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
Co oznacza uczciwy baseline?,"Model porównawczy oceniany na tych samych danych, podziałach, metrykach i możliwie podobnym budżecie treningowym. Powinien być wystarczająco silny i poprawnie dostrojony.",Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
Czy większy model zawsze jest lepszy?,"Nie. Może wymagać więcej danych, przeuczać się, być trudniejszy w optymalizacji i wolniejszy. W pracy większy OCR Transformer nie uzyskał przewagi, a bardziej złożone segmentery nie przewyższyły prostego U-Net.",Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
Jak ilościowo mierzyć obserwowalność?,"Można mierzyć czas lokalizacji źródła błędu, odsetek awarii poprawnie przypisanych do modułu, pokrycie klas błędów przez warningi, liczbę potrzebnych ręcznych inspekcji lub skuteczność naprawy po zastąpieniu jednego modułu oracle.",Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
Jak ocenić pełny system?,"Potrzebny jest zbiór pełnych stron z referencyjnym tekstem, nutami, osią czasu i audio. Należy raportować metryki modułów, zgodność Score IR/MusicXML, jakość MIDI, pitch i rhythm error oraz percepcyjną ocenę końcowego wokalu.",Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
Dlaczego raportujecie wynik na zbiorze używanym do wyboru checkpointu?,To ograniczenie dostępnego protokołu DeepScoresV2 w przeprowadzonych eksperymentach. Wyniki należy interpretować głównie jako względne porównania konfiguracji. W kolejnym badaniu wydzielilibyśmy osobny validation i nietykany test.,Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
Czy augmentacje dowodzą generalizacji na zdjęcia?,Nie. Dowodzą odporności na zastosowane kontrolowane degradacje. Potrzebny jest osobny real-world test set.,Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
Dlaczego wynik SVS nie jest dowodem wysokiej jakości śpiewu?,"Główna metryka mierzy pitch accuracy na małym oracle golden secie. Brakuje szerokiej, zaślepionej oceny naturalności, zrozumiałości, barwy i frazowania.",Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
"Czy score F0 nie ""podaje odpowiedzi"" modelowi?","Podaje pożądaną melodię, ponieważ celem jest kontrolowana synteza z partytury. Eksperyment sprawdza, czy cały tor realizuje ten warunek w waveformie. Ablacja predicted F0 pokazuje, że sam model akustyczny jest mniej dokładny.",Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
"Dlaczego Attention U-Net jest najlepszy, skoro różnica jest minimalna?",W konkretnym uruchomieniu osiągnął najwyższe F1 i IoU. Różnica jest jednak niewielka i bez wielu seedów nie stanowi dowodu statystycznie istotnej przewagi.,Bank_37+:_PDF_-_pytania_krytyczne Bank_37_plus
