Front,Back,Tags
Jakie są metody całkowania numerycznego?,"Całkowanie numeryczne przybliża wartość całki za pomocą skończonej liczby wartości funkcji. Proste reguły to metoda prostokątów, trapezów i Simpsona, a dokładniejsze podejścia obejmują kwadratury Newtona-Cotesa i Gaussa. Dla funkcji trudnych lub wysokowymiarowych stosuje się adaptacyjne dzielenie przedziału albo metody Monte Carlo. Błąd zależy od gładkości funkcji, kroku siatki i dobranej reguły; w wysokich wymiarach klasyczne siatki cierpią na przekleństwo wymiarowości.",Algorytmy_i_numeryczne Pytania_ze_strony_MiNI
Jakie są metody poszukiwania ekstremum funkcji nieliniowej?,"Dla problemów bez ograniczeń stosuje się metody lokalne, takie jak największy spadek, Newton, quasi-Newton, gradient sprzężony i metody bezpochodne, np. Nelder-Mead. Kluczowe jest wyznaczenie kierunku poszukiwań i długości kroku. Dla funkcji wypukłych minimum lokalne jest globalne, ale dla niewypukłych metoda może utknąć w minimum lokalnym. Dlatego w trudnych zadaniach używa się wielostartu, heurystyk globalnych albo dodatkowej wiedzy o strukturze funkcji.",Optymalizacja Pytania_ze_strony_MiNI
Jak szukać ekstremum funkcji w obecności ograniczeń?,"Ograniczenia mogą być równościowe, nierównościowe, liniowe lub nieliniowe. Warunki Lagrange'a i KKT opisują punkty optymalne przy odpowiednich założeniach regularności. Algorytmicznie stosuje się metody rzutowanego gradientu, funkcje kary i bariery, aktywny zbiór ograniczeń, programowanie sekwencyjnie kwadratowe oraz metody punktu wewnętrznego. Trzeba pilnować dopuszczalności rozwiązania i rozróżniać optimum lokalne od globalnego.",Optymalizacja Pytania_ze_strony_MiNI
Czym jest wielomianowy schemat aproksymacyjny?,"Wielomianowy schemat aproksymacyjny, czyli PTAS, to rodzina algorytmów aproksymacyjnych parametryzowana dokładnością epsilon. Dla każdego stałego epsilon większego od zera algorytm działa w czasie wielomianowym względem rozmiaru wejścia i zwraca rozwiązanie w granicy 1+epsilon od optimum dla minimalizacji albo 1-epsilon dla maksymalizacji. FPTAS jest silniejsze, bo czas jest wielomianowy także względem 1/epsilon. Takie schematy są ważne dla problemów NP-trudnych, gdzie optimum bywa zbyt kosztowne.",Algorytmy_zaawansowane Pytania_ze_strony_MiNI
Na czym polega programowanie dynamiczne?,"Programowanie dynamiczne rozwiązuje problem przez podział na nakładające się podproblemy i zapamiętywanie ich wyników. Warunkiem jest optymalna podstruktura: rozwiązanie całości można zbudować z optymalnych rozwiązań mniejszych części. Można stosować podejście top-down z memoizacją albo bottom-up z tablicą. Typowe przykłady to plecak, najdłuższy wspólny podciąg, najkrótsze ścieżki i równania Bellmana w uczeniu ze wzmocnieniem.",Algorytmy_zaawansowane Pytania_ze_strony_MiNI
Czym charakteryzuje się projekt informatyczny?,"Projekt informatyczny jest tymczasowym przedsięwzięciem prowadzącym do wytworzenia unikatowego produktu, usługi lub zmiany systemu. Ma określony cel, zakres, budżet, harmonogram, interesariuszy i ryzyka. Charakteryzuje się niepewnością wymagań, zależnościami technologicznymi, potrzebą komunikacji z użytkownikami i kontrolą jakości. Sukces oznacza nie tylko dostarczenie kodu, ale rozwiązanie problemu biznesowego w akceptowalnych ograniczeniach.",Zarządzanie Pytania_ze_strony_MiNI
Jakie są główne różnice między projektem a pracą operacyjną?,"Projekt jest tymczasowy, ma początek i koniec oraz tworzy coś unikatowego. Praca operacyjna jest powtarzalna i ciągła, służy utrzymaniu bieżącego działania organizacji. W projekcie większe są niepewność, ryzyko i potrzeba zarządzania zmianą, a w operacjach ważniejsze są stabilność, efektywność i standaryzacja. Po wdrożeniu rezultat projektu często przechodzi do utrzymania operacyjnego.",Zarządzanie Pytania_ze_strony_MiNI
Jakie metodyki zarządzania projektami znasz? Czym się różnią i co mają wspólnego?,"Podejścia kaskadowe planują zakres i etapy z góry, dlatego pasują do stabilnych wymagań. Agile, np. Scrum i Kanban, rozwija produkt iteracyjnie, często zbiera feedback i łatwiej reaguje na zmiany. PRINCE2 mocno akcentuje uzasadnienie biznesowe, role i kontrolę etapów. Wspólne elementy to cel, role, planowanie, komunikacja, zarządzanie ryzykiem, monitorowanie postępu i kontrola jakości. Różnice dotyczą głównie stopnia formalizacji, elastyczności i sposobu pracy z wymaganiami.",Zarządzanie Pytania_ze_strony_MiNI
Jaki jest sposób działania algorytmu ewolucyjnego?,"Algorytm ewolucyjny utrzymuje populację kandydatów rozwiązań. Każdy osobnik jest oceniany funkcją przystosowania, a następnie selekcja wybiera lepsze osobniki do reprodukcji. Operatory krzyżowania i mutacji tworzą nowe warianty, które zastępują część populacji. Proces powtarza się do spełnienia warunku stopu. Siła metody wynika z populacyjnego, losowego przeszukiwania, ale jakość zależy od reprezentacji, funkcji celu, parametrów i utrzymania różnorodności.",Algorytmy_ewolucyjne Pytania_ze_strony_MiNI
"Porównaj algorytm ewolucyjny z wybranymi metodami optymalizacji funkcji w R^n, np. Nelder-Mead, największy spadek lub metody quasi-Newtonowskie.","Algorytm ewolucyjny jest metodą populacyjną i losową, nie wymaga gradientu i lepiej znosi funkcje niegładkie, wielomodalne lub złożone ograniczenia. Zwykle daje jednak słabsze gwarancje i wymaga wielu ewaluacji funkcji. Metody gradientowe i quasi-Newtonowskie są lokalne, ale przy funkcjach gładkich, dobrze uwarunkowanych, a zwłaszcza wypukłych, są dużo szybsze i dokładniejsze. Nelder-Mead nie wymaga gradientu, lecz także jest metodą lokalną. W praktyce ewolucję wybiera się dla trudnych czarnych skrzynek, a metody klasyczne dla problemów z użyteczną strukturą.",Algorytmy_ewolucyjne Pytania_ze_strony_MiNI
Na czym polegają metody symulacji Monte Carlo w grach?,"Metody Monte Carlo oceniają ruchy przez wykonywanie wielu losowych lub częściowo heurystycznych symulacji rozgrywki i uśrednianie wyników. Prosty wariant wybiera ruch o najlepszej średniej nagrodzie z rolloutów. Monte Carlo Tree Search buduje drzewo tylko w obiecujących fragmentach przestrzeni stanów, łącząc selekcję, ekspansję, symulację i propagację wyniku wstecz. UCT dodaje kompromis między wykorzystywaniem dobrych ruchów a eksploracją słabiej sprawdzonych.",AI_i_eksperckie Pytania_ze_strony_MiNI
Czym jest agent w SI? Podaj opis formalny i własności.,"Agent to system postrzegający środowisko przez sensory i działający na nie przez aktuatory. Formalnie można opisać go funkcją agenta, która historii perceptów przypisuje akcję. Racjonalny agent wybiera działania maksymalizujące oczekiwaną miarę sukcesu przy dostępnej wiedzy. Ważne własności to autonomiczność, reaktywność, proaktywność, zdolność uczenia się, społeczność w systemach wieloagentowych oraz dopasowanie do środowiska opisanego np. przez PEAS: performance, environment, actuators, sensors.",AI_i_eksperckie Pytania_ze_strony_MiNI
Czym jest inteligencja rojowa? Podaj ideę i przykłady realizacji.,"Inteligencja rojowa opisuje rozwiązywanie problemów przez wiele prostych agentów, których lokalne interakcje prowadzą do sensownego zachowania globalnego. Nie ma jednego centralnego planisty, a koordynacja wynika z reguł lokalnych i informacji w środowisku. Przykłady to ant colony optimization do tras i grafów, particle swarm optimization do optymalizacji ciągłej, algorytmy pszczele oraz modele stadne. Zaletą jest prostota i odporność, wadą trudniejsza analiza i dobór parametrów.",AI_i_eksperckie Pytania_ze_strony_MiNI
Na czym polega programowanie w logice na przykładzie Prologu?,"W programowaniu logicznym opisuje się fakty i reguły, a nie szczegółową sekwencję instrukcji. Prolog używa klauzul Horna, unifikacji i rezolucji SLD. Zapytanie jest celem, który interpreter próbuje udowodnić na podstawie bazy wiedzy, stosując przeszukiwanie z nawrotami. Program Prologowy dobrze nadaje się do relacji symbolicznych i reguł, ale kolejność klauzul i sposób przeszukiwania nadal wpływają na efektywność i zakończenie obliczeń.",AI_i_eksperckie Pytania_ze_strony_MiNI
Na czym polega generowanie reguł minimalnych z bazy wiedzy w systemach eksperckich?,"Reguła minimalna zawiera tylko te warunki, które są potrzebne do zachowania jej konkluzji z odpowiednią jakością. Generowanie takich reguł polega na usuwaniu warunków nadmiarowych, łączeniu podobnych przypadków i sprawdzaniu, czy reguła nadal jest poprawna, spójna i wystarczająco ogólna. Można używać redukcji tablic decyzyjnych, teorii zbiorów przybliżonych, miar support i confidence albo minimalizacji logicznej. Celem jest baza wiedzy prostsza, bardziej interpretowalna i mniej podatna na sprzeczności.",AI_i_eksperckie Pytania_ze_strony_MiNI
Jakie są metody redukcji wymiaru danych?,"Redukcja wymiaru tworzy mniejszą reprezentację danych, zachowując możliwie dużo istotnej informacji. PCA znajduje liniowe kierunki największej wariancji, a SVD jest jej ważnym narzędziem obliczeniowym. Metody nieliniowe, takie jak t-SNE i UMAP, służą często do wizualizacji struktury danych. Autoenkodery uczą nieliniowej kompresji przez sieć neuronową. Redukcja wymiaru może zmniejszyć szum, koszt obliczeń i problem przekleństwa wymiarowości, ale może też usunąć informację ważną dla zadania.",Dane Pytania_ze_strony_MiNI
Jakie są metody selekcji cech?,"Selekcja cech wybiera podzbiór oryginalnych zmiennych, zamiast tworzyć nowe cechy jak PCA. Metody filtrujące oceniają cechy niezależnie od modelu, np. korelacją, informacją wzajemną lub testami statystycznymi. Wrappery sprawdzają podzbiory cech przez trenowanie modelu, ale są kosztowne. Metody embedded wybierają cechy podczas uczenia, np. L1, drzewa i lasy losowe. Dobra selekcja zmniejsza wymiar, poprawia interpretowalność i może ograniczyć overfitting.",Dane Pytania_ze_strony_MiNI
Jak postępować z brakami w danych?,"Najpierw trzeba zrozumieć mechanizm braków: czy są losowe, zależne od obserwowanych zmiennych, czy systematyczne. Proste podejścia to usunięcie wierszy lub kolumn, ale może to wprowadzić bias i stratę danych. Często stosuje się imputację średnią, medianą, modą, kNN, modelem predykcyjnym albo wielokrotną imputację. Warto dodać wskaźnik braku, jeśli sam fakt braku niesie informację. Imputację należy dopasowywać tylko na zbiorze treningowym, aby uniknąć przecieku danych.",Dane Pytania_ze_strony_MiNI
Czym są estymatory błędów i jakie przykłady warto znać?,"Estymator błędu służy do oszacowania, jak model będzie działał na nowych danych. Błąd treningowy jest zwykle zbyt optymistyczny, bo model był uczony na tych danych. Hold-out używa osobnego zbioru walidacyjnego lub testowego. Cross-validation uśrednia wynik po kilku podziałach, a leave-one-out jest jej skrajnym wariantem. Bootstrap losuje próbki z powtórzeniami i może szacować niepewność. Najważniejsze jest, aby test końcowy nie uczestniczył w wyborze modelu.",Dane Pytania_ze_strony_MiNI
"Czym jest uczenie ze wzmocnieniem: pasywne, aktywne i polityki?","Uczenie ze wzmocnieniem opisuje agenta, który działa w środowisku, obserwuje stany, wybiera akcje i otrzymuje nagrody. Celem jest maksymalizacja oczekiwanego zwrotu. W pasywnym RL polityka jest dana i uczymy się oceniać jej wartość. W aktywnym RL agent sam szuka dobrej polityki, więc musi eksplorować i eksploatować. Polityka to reguła wyboru akcji w stanie; może być deterministyczna lub stochastyczna.",Uczenie_ze_wzmocnieniem Pytania_ze_strony_MiNI
Czym jest decyzyjny proces Markova? Podaj definicję i przykłady zagadnień.,"MDP opisuje sekwencyjny problem decyzyjny przez zbiór stanów, zbiór akcji, prawdopodobieństwa przejść, funkcję nagrody i współczynnik dyskontowania. Własność Markowa oznacza, że przyszłość zależy od bieżącego stanu i akcji, a nie od całej historii. Przykłady to robot poruszający się po siatce, gra, sterowanie zapasem energii, rekomendacje sekwencyjne albo problem taksówki. MDP jest formalną podstawą równań Bellmana, planowania i wielu algorytmów RL.",Uczenie_ze_wzmocnieniem Pytania_ze_strony_MiNI
"Na czym polega metoda różnic czasowych TD-learning? Jaki ma zakres stosowania, wady i zalety oraz jak wypada względem Monte Carlo?","TD-learning aktualizuje estymację wartości po każdym kroku, używając nagrody i przewidywanej wartości następnego stanu. W TD(0) błąd ma postać r + gamma V(s') - V(s). Metoda nie wymaga modelu środowiska ani czekania na koniec epizodu, więc działa w zadaniach ciągłych i uczy online. W porównaniu z Monte Carlo ma zwykle mniejszą wariancję i szybszą propagację informacji, ale wprowadza bias przez bootstrapping. MC używa pełnych zwrotów z epizodu, jest prostsze koncepcyjnie, lecz często bardziej zmienne.",Uczenie_ze_wzmocnieniem Pytania_ze_strony_MiNI
Czym różni się uczenie nadzorowane od nienadzorowanego? Podaj definicje i przykłady.,"Uczenie nadzorowane korzysta z przykładów wejście-etykieta i uczy model przewidywania etykiety lub wartości, np. klasyfikacji obrazów, regresji cen albo rozpoznawania znaków. Uczenie nienadzorowane nie ma etykiet i szuka struktury w danych, np. klastrów, reprezentacji, anomalii lub składowych głównych. W praktyce nadzorowane metody optymalizują błąd względem znanego celu, a nienadzorowane wymagają ostrożniejszej interpretacji, bo nie ma jednej oczywistej odpowiedzi referencyjnej.",Sieci_neuronowe Pytania_ze_strony_MiNI
"Porównaj modele sieciowe Hopfielda, Grossberga i Kohonena.","Sieć Hopfielda jest rekurencyjną pamięcią skojarzeniową: stan sieci dąży do atraktora odpowiadającego zapamiętanemu wzorcowi. Modele Grossberga, zwłaszcza związane z adaptive resonance theory, akcentują stabilność-plastyczność, czyli uczenie nowych kategorii bez niszczenia starych. Sieć Kohonena, czyli samoorganizująca się mapa SOM, uczy nienadzorowanie topologicznego odwzorowania danych na zwykle dwuwymiarową siatkę neuronów. Hopfield służy do odtwarzania wzorców, Grossberg do adaptacyjnej kategoryzacji, a Kohonen do mapowania i wizualizacji struktury danych.",Sieci_neuronowe Pytania_ze_strony_MiNI
Jak dobrać architekturę sieci neuronowej do realizacji wybranego zadania?,"Dobór architektury zależy od typu danych i celu. MLP jest dobrym punktem startu dla danych tabelarycznych, CNN dla obrazów i lokalnych wzorców przestrzennych, RNN/LSTM lub Transformery dla sekwencji, autoenkodery dla kompresji i detekcji anomalii, a SOM dla nienadzorowanej mapy danych. Trzeba uwzględnić rozmiar zbioru, koszt obliczeń, wymaganą interpretowalność i ryzyko overfittingu. Zwykle zaczyna się od prostego baseline'u i zwiększa złożoność dopiero, gdy jest uzasadniona.",Sieci_neuronowe Pytania_ze_strony_MiNI
Jaka jest idea i jakie są własności pamięci skojarzeniowych Hopfielda?,"Pamięć Hopfielda zapisuje wzorce w symetrycznych wagach sieci rekurencyjnej. Po podaniu niepełnego lub zaszumionego wzorca aktualizacje neuronów powinny sprowadzić stan do najbliższego zapamiętanego atraktora. Dla wag symetrycznych i zer na przekątnej istnieje funkcja energii, która nie rośnie przy aktualizacji asynchronicznej, więc sieć zbiega do stanu stabilnego. Ograniczeniem są minima lokalne, wzorce fałszywe i skończona pojemność pamięci.",Sieci_neuronowe Pytania_ze_strony_MiNI
Na czym polega algorytm propagacji wstecznej błędu? Jakie ma własności i podstawowe modyfikacje?,"Backpropagation oblicza gradient funkcji straty względem wag sieci, stosując regułę łańcuchową od wyjścia do wcześniejszych warstw. Sam backprop liczy gradient, a optimizer, np. SGD lub Adam, używa go do aktualizacji parametrów. Własności metody to efektywność dla złożonych sieci różniczkowalnych, ale też podatność na zanikające lub eksplodujące gradienty i minima lokalne w problemach niewypukłych. Typowe modyfikacje to momentum, adaptacyjne learning rate, regularyzacja L2, dropout, batch normalization, inicjalizacja wag i early stopping.",Sieci_neuronowe Pytania_ze_strony_MiNI
Na czym polega problem katastroficznego zapominania i jak można mu przeciwdziałać?,"Katastroficzne zapominanie polega na tym, że sieć uczona kolejno nowych zadań traci umiejętność rozwiązywania wcześniejszych, bo te same parametry są nadpisywane przez nowe gradienty. Problem jest szczególnie ważny w continual learning. Przeciwdziałać można przez replay wcześniejszych przykładów, generative replay, regularyzację ważnych wag, np. EWC, zamrażanie części sieci, adaptery, osobne moduły dla zadań albo destylację wiedzy. Kluczowe jest utrzymanie równowagi między plastycznością a stabilnością.",Sieci_neuronowe Pytania_ze_strony_MiNI
Po co w sieciach neuronowych stosuje się nieliniowe funkcje aktywacji?,Bez nieliniowości złożenie warstw liniowych nadal byłoby tylko transformacją liniową. Aktywacje pozwalają modelować złożone nieliniowe zależności.,Sieci_neuronowe
Na czym polega problem zanikającego gradientu?,"Gradienty propagowane do wcześniejszych warstw stają się bardzo małe, więc te warstwy uczą się wolno albo prawie wcale. Problem był szczególnie widoczny w głębokich sieciach i prostych RNN.",Sieci_neuronowe
Jak działa dropout?,"Dropout podczas treningu losowo zeruje część aktywacji, przez co sieć nie może nadmiernie polegać na konkretnych neuronach i uczy bardziej rozproszonych reprezentacji. Działa jak regularyzacja i przybliżenie uśredniania wielu podsieci. W inferencji używa się pełnej sieci, z odpowiednim skalowaniem aktywacji lub wag zależnie od implementacji.",Sieci_neuronowe
Po co stosuje się batch normalization?,"Batch normalization normalizuje aktywacje w mini-batchu, a potem stosuje uczone parametry skali i przesunięcia. Stabilizuje rozkłady sygnałów w sieci, pozwala zwykle używać większego learning rate i przyspiesza trening. W inferencji używa średnich kroczących statystyk, dlatego zachowanie train/eval mode ma znaczenie.",Sieci_neuronowe
Co daje operacja splotu w CNN?,"Filtr współdzielony przestrzennie wykrywa lokalne wzorce, takie jak krawędzie lub tekstury, niezależnie od ich położenia. Dzięki współdzieleniu wag CNN ma mniej parametrów niż pełne połączenia.",Sieci_neuronowe
Jaka jest podstawowa idea mechanizmu uwagi?,"Attention liczy, jak mocno elementy wejścia powinny wpływać na reprezentację danego zapytania. W self-attention zapytania, klucze i wartości powstają z tej samej sekwencji, a wagi zależą od podobieństwa query-key. Mechanizm pozwala modelować zależności dalekiego zasięgu bez przetwarzania sekwencji ściśle krok po kroku jak w RNN.",Sieci_neuronowe
Czym Transformer różni się od klasycznego RNN w przetwarzaniu sekwencji?,"Transformer używa self-attention i sieci feedforward, dzięki czemu może przetwarzać tokeny równolegle i bez rekurencji modelować dalekie zależności. RNN aktualizuje stan sekwencyjnie, więc trudniej je równoleglić i częściej cierpi na problemy długiego horyzontu. Transformer potrzebuje jednak kodowania pozycyjnego, bo sam attention nie zna kolejności tokenów.",Sieci_neuronowe
Do czego służy autoenkoder?,"Autoenkoder uczy kodować dane do reprezentacji ukrytej i odtwarzać wejście na wyjściu. Używa się go m.in. do kompresji, redukcji wymiaru, odszumiania i wykrywania anomalii.",Sieci_neuronowe
Jaki był efekt zmiany output stride backbone'u z 16 na 8 w OMR?,"Na teście bazowym mAP wzrosło z 0,767 do 0,793. Na teście degradowanym mAP było prawie podobne, około 0,69, ale stride 8 zwiększał precision i obniżał recall.",OMR/SVS:_wyniki_i_metodologia
Co pokazał eksperyment z augmentacjami OMR?,"Augmentacje zmniejszyły spadek mAP między testem bazowym i degradowanym: bez augmentacji spadek był największy, a wariant heavy miał najmniejszy spadek. To wskazuje na większą odporność na kontrolowane degradacje.",OMR/SVS:_wyniki_i_metodologia
Jaki wariant kafelkowania był najlepszy w OMR?,"Najlepsza była rodzina kafli 768. Konfiguracja 768/256 osiągnęła około 0,805 mAP na teście bazowym, a warianty 768/128 lub 768/256 około 0,721 na teście degradowanym.",OMR/SVS:_wyniki_i_metodologia
Czy większy overlap kafli zawsze poprawiał wyniki?,"Nie. Wzrost overlapu nie dawał monotonicznej poprawy. Rozmiar kafla miał stabilniejszy wpływ, a duży overlap zwiększał koszt obliczeń i liczbę duplikatów.",OMR/SVS:_wyniki_i_metodologia
Jaki był najlepszy wynik lokalizacji tekstu?,"Najlepiej wypadł Attention U-Net z F1 około 0,909 i IoU około 0,832. Zwykły U-Net był bardzo blisko, więc przewaga nie powinna być traktowana jako mocny dowód bez wielu seedów.",OMR/SVS:_wyniki_i_metodologia
Jaki był najlepszy wynik własnego OCR?,"Najlepszy własny wariant ResNet-CRNN hidden512 uzyskał CER 0,1318 i exact match accuracy 0,5366 na 16842 próbkach.",OMR/SVS:_wyniki_i_metodologia
Jakie jest najważniejsze ograniczenie metodologiczne eksperymentów OMR?,"Ten sam zbiór testowy DeepScoresV2 był używany do monitorowania mAP, wyboru checkpointu i raportowania wyniku. Brakowało osobnego validation i nietykanego testu.",OMR/SVS:_wyniki_i_metodologia
Co to jest obraz rastrowy?,To obraz zapisany jako siatka pikseli. W przeciwieństwie do reprezentacji wektorowej traci ostrość przy powiększaniu i wymaga operacji pikselowych.,Lokalizacja_tekstu_i_CV
Czym jest binaryzacja obrazu?,"Binaryzacja zamienia obraz na dwie klasy pikseli, zwykle tło i obiekt. W dokumentach pomaga oddzielić tekst lub symbole od papieru.",Lokalizacja_tekstu_i_CV
Czym różni się progowanie globalne od adaptacyjnego?,"Progowanie globalne używa jednego progu dla całego obrazu. Adaptacyjne wyznacza próg lokalnie, więc lepiej radzi sobie z nierównym oświetleniem i cieniami.",Lokalizacja_tekstu_i_CV
Czym różnią się erozja i dylatacja?,Erozja zmniejsza obiekty pierwszoplanowe i usuwa drobne elementy. Dylatacja powiększa obiekty i może domykać małe przerwy.,Lokalizacja_tekstu_i_CV
Czym są opening i closing w morfologii obrazu?,"Opening to erozja potem dylatacja, przydatna do usuwania drobnego szumu. Closing to dylatacja potem erozja, często domyka małe dziury i przerwy.",Lokalizacja_tekstu_i_CV
Czym connected component może pomóc w przetwarzaniu dokumentów?,"Po binaryzacji pozwala znaleźć spójne grupy pikseli, które mogą odpowiadać znakom, symbolom, fragmentom pięciolinii albo elementom do odfiltrowania.",Lokalizacja_tekstu_i_CV
Czym segmentacja semantyczna różni się od instancyjnej?,"Semantyczna nadaje klasę każdemu pikselowi, ale nie rozdziela oddzielnych obiektów tej samej klasy. Instancyjna rozróżnia konkretne wystąpienia obiektów.",Lokalizacja_tekstu_i_CV
Jak działa U-Net i po co ma skip connections?,"U-Net ma enkoder zbierający kontekst i dekoder odtwarzający rozdzielczość maski. Skip connections przenoszą szczegóły lokalne z enkodera do dekodera, co pomaga w precyzyjnej segmentacji.",Lokalizacja_tekstu_i_CV
Jak działa CRNN w OCR?,"CNN wyciąga cechy z obrazu tekstu, a część sekwencyjna, zwykle RNN/LSTM/BiLSTM, modeluje kolejne pozycje wzdłuż szerokości. Wynik dekoduje się do sekwencji znaków.",OCR
"Dlaczego w OCR często kompresuje się wysokość obrazu, a zachowuje szerokość?","Tekst jest sekwencją w osi poziomej. Zachowanie szerokości utrzymuje kolejność znaków, a kompresja wysokości redukuje wymiar cech.",OCR
Co daje BiLSTM w rozpoznawaniu tekstu?,"BiLSTM czyta sekwencję w obu kierunkach, więc predykcja znaku może korzystać z kontekstu z lewej i prawej strony.",OCR
Jak działa CTC w OCR?,"CTC pozwala trenować rozpoznawanie sekwencji bez ręcznego wyrównania znaków do pozycji w obrazie. Model produkuje rozkład znaków dla wielu kroków czasowych, CTC sumuje prawdopodobieństwa wszystkich wyrównań zgodnych z etykietą, a przy dekodowaniu scala powtórzenia i usuwa blanki. Kluczowe założenie to monotoniczna kolejność wejścia i wyjścia.",OCR
Po co CTC używa blank tokenu?,Blank oznacza brak znaku w danej pozycji czasowej i pozwala oddzielać powtarzające się znaki. Dzięki temu model może reprezentować sekwencje krótsze niż liczba kroków wyjściowych.,OCR
Jakie główne założenie ma CTC?,CTC zakłada monotoniczne wyrównanie wejścia i wyjścia: kolejność znaków w predykcji odpowiada kolejności w obrazie. Nie modeluje dowolnych przestawień sekwencji.,OCR
Czym greedy decoding różni się od beam search w OCR?,"Greedy wybiera w każdym kroku najbardziej prawdopodobny symbol. Beam search przechowuje kilka najlepszych hipotez, więc może znaleźć lepszą całą sekwencję mimo lokalnie słabszego kroku.",OCR
Czym różni się CER od exact match accuracy?,"CER mierzy średni błąd znakowy przez edit distance, więc częściowo poprawne napisy dostają częściowy kredyt. Exact match wymaga, aby cały rozpoznany napis był identyczny z referencją.",OCR
Czym OMR różni się od OCR?,"OCR rozpoznaje tekst, a OMR rozpoznaje zapis muzyczny: nuty, pauzy, klucze, kreski taktowe, belki, znaki chromatyczne i relacje między nimi.",OMR_i_detekcja
Dlaczego samo wykrycie notehead nie daje jeszcze nuty?,"Do pełnej nuty potrzeba kontekstu: pięciolinii, klucza, znaków chromatycznych, ogonka, belek, kropki, metrum i relacji rytmicznych. Notehead jest tylko jednym elementem.",OMR_i_detekcja
Czym jest DeepScoresV2?,To syntetyczny zbiór danych do OMR zawierający renderowane partytury z adnotacjami symboli muzycznych. Umożliwia trening detektorów na wielu klasach symboli.,OMR_i_detekcja
Jakie są plusy i minusy syntetycznych danych OMR?,"Plusem jest duża skala i dokładne etykiety. Minusem jest domain shift: syntetyczne renderingi mogą różnić się od skanów, zdjęć, różnych fontów muzycznych i zabrudzeń realnych dokumentów.",OMR_i_detekcja
Jak działa Faster R-CNN na wysokim poziomie?,"Faster R-CNN jest detektorem dwustopniowym. Backbone tworzy mapę cech obrazu, RPN proponuje regiony kandydackie przez anchory i objectness, a drugi etap przez RoIAlign klasyfikuje region oraz doprecyzowuje bounding box. W OMR ważne są małe anchory i nietypowe proporcje, bo symbole muzyczne są często drobne lub bardzo wydłużone.",OMR_i_detekcja
Dlaczego w OMR potrzebne są mikro-kotwice i ekstremalne aspect ratios?,"Symbole muzyczne bywają bardzo małe lub bardzo wydłużone, np. stem, beam, staff albo slur. Standardowe anchory dla naturalnych obrazów mogą słabo pokrywać takie obiekty.",OMR_i_detekcja
Co robi NMS w detekcji obiektów?,"Non-maximum suppression usuwa nadmiarowe, mocno nakładające się predykcje tej samej klasy, zostawiając zwykle tę z najwyższym confidence.",OMR_i_detekcja
Dlaczego IoU jest szczególnie surowe dla małych obiektów OMR?,"Przy małym obiekcie przesunięcie o kilka pikseli może znacząco obniżyć IoU, choć muzycznie symbol może być nadal blisko poprawnej pozycji.",OMR_i_detekcja
Dlaczego Score IR jest ważnym elementem pracy?,"Score IR jest kontraktem między percepcją obrazu a syntezą. Przechowuje symbole, relacje, źródła, confidence, ostrzeżenia i naprawy, dzięki czemu da się diagnozować błędy i generować różne formaty.",Score_IR_i_muzyka
Jak pozycja nuty na pięciolinii zamienia się na wysokość?,"Wysokość nuty wynika z pozycji notehead względem konkretnej pięciolinii, aktualnego klucza, znaków przykluczowych, lokalnych znaków chromatycznych i ewentualnych linii dodanych. Sama współrzędna y na stronie nie wystarcza, bo różne systemy pięciolinii, klucze i transpozycje mogą przypisać tej samej geometrii inną wysokość muzyczną.",Score_IR_i_muzyka
Co oznacza numer MIDI nuty i jak łączy się z częstotliwością?,"Numer MIDI koduje wysokość dźwięku półtonami. Dla A4 numer 69 odpowiada 440 Hz, a częstotliwość skaluje się wykładniczo co 12 półtonów.",Score_IR_i_muzyka
Czym znak chromatyczny różni się od znaku przykluczowego?,"Znak przykluczowy ustala domyślne podwyższenia lub obniżenia w tonacji, a lokalny znak chromatyczny zmienia konkretną nutę lub nuty w określonym zakresie, zwykle w takcie.",Score_IR_i_muzyka
Jak przeliczyć beat na sekundy przy znanym BPM?,"BPM oznacza liczbę beatów na minutę, więc jeden beat trwa 60/BPM sekund. Czas zdarzenia w sekundach to liczba beatów pomnożona przez 60/BPM.",Score_IR_i_muzyka
Czym tie różni się od slur?,Tie łączy nuty tej samej wysokości w jeden dłuższy dźwięk. Slur oznacza frazowanie lub legato i nie musi scalać czasów trwania nut.,Score_IR_i_muzyka
Co to jest melisma w kontekście śpiewu?,"Melisma oznacza wykonanie jednej sylaby na kilku nutach. Jest ważna przy dopasowaniu tekstu do melodii, bo jedna jednostka tekstowa rozciąga się na kilka zdarzeń muzycznych.",Score_IR_i_muzyka
Czym MusicXML różni się od MIDI?,"MusicXML opisuje partyturę semantycznie i notacyjnie: nuty, metrum, klucze, znaki i strukturę zapisu. MIDI opisuje głównie zdarzenia wykonawcze w czasie, np. pitch, start, długość i velocity.",Score_IR_i_muzyka
Czym SVS różni się od TTS?,"TTS syntetyzuje mowę z tekstu, a SVS syntetyzuje śpiew, więc oprócz tekstu potrzebuje melodii, rytmu, długości nut, często fonemów i informacji wykonawczych.",SVS_i_audio
Dlaczego w SVS używa się fonemów zamiast samych słów?,Fonemy lepiej opisują wymowę i pozwalają dopasować dźwięki mowy do czasu trwania nut. Słowo zapisane ortograficznie nie wystarcza do kontroli artykulacji.,SVS_i_audio
